City,Population Rank,January 2017
Fleetwood,4433,1334
New Hyde Park,4434,2998
Maidencreek Township,4435,1471
East Rutherford,4436,2121
Hebron,4437,1489
O'Hara Township,4438,1746
Morro Bay,4439,2406
South Abington Township,4440,1297
Matawan,4441,2290
Port Jervis,4442,1399
Diberville,4443,930
Seward,4444,1295
Middletown,4445,1037
Norfolk,4446,2661
Southborough,4447,3109
Fairfield,4448,748
Greenville,4449,899
Quakertown,4450,1323
Ballston,4451,1889
Leonardtown,4452,1697
Edgewater Park,4453,1687
Westampton,4454,1887
Scappoose,4455,1638
Oak Brook,4456,3902
Willows,4457,1251
Gridley,4458,1163
West Athens,4459,2359
Litchfield,4460,1179
Red Oak,4461,1519
Callaway,4462,1145
Woodbury,4463,4722
Nazareth,4464,1449
Canton,4465,1306
Virginia,4466,692
Centre,4467,981
Strasburg,4468,1135
Cornelius,4469,1646
Summit,4470,1680
Ruidoso,4471,1151
Gladstone,4472,1802
Floyds Knobs,4473,1398
Cross Lanes,4474,920
Budd Lake,4475,2262
Benson,4476,808
Brookings,4477,1472
Lower Windsor Township,4478,1229
Saint Francis,4479,1213
Wilmington,4480,1428
Bessemer City,4481,889
Hereford,4482,1026
Imlay City,4483,1157
Kelseyville,4484,1407
Tahlequah,4485,907
Highland Park,4486,9737
Pace,4487,1239
Grove,4488,1019
Town of Merton,4489,2438
Allegheny Township,4490,972
Bulverde,4491,2055
Holt,4492,1043
Clyde,4493,1036
Richmond Heights,4494,1324
Big Stone Gap,4495,1031
Long Hill Township,4496,2855
Broussard,4497,1401
Fort Meade,4498,917
Circleville,4499,1093
Maynard,4500,2289
Bowie,4501,1150
Bath Township,4502,1331
Tumwater,4503,1459
Boonton,4504,2345
Lake Forest Park,4505,2507
Fulton,4506,969
Barrington,4507,1921
Commerce,4508,955
Willowbrook,4509,1661
Northfield,4510,1646
Beaver Falls,4511,735
Hazlehurst,4512,842
Putnam Valley,4513,2483
Rainbow City,4514,1058
Cresskill,4515,2998
Morrisville,4516,1500
Minnehaha,4517,1633
Floral City,4518,1150
Aransas Pass,4519,1224
Douglas,4520,1670
Clyde,4521,1176
Athens Township,4522,1153
Diamondhead,4523,1196
Harrah,4524,1024
East Nottingham Township,4525,1726
Gonzales,4526,1254
Graham,4527,838
Dos Palos,4528,1045
Saltillo,4529,1182
Riverdale,4530,1939
Lower Gwynedd,4531,2236
Alexandria,4532,1218
Lynwood,4533,1540
Monson,4534,1519
Fairview,4535,1447
Vashon,4536,2262
Wallkill,4537,1726
Lower Swatara,4538,1197
Conning Towers-Nautilus Park,4539,1565
Rogersville,4540,957
Lakeville,4541,1986
Beverly Hills,4542,901
Williamston,4543,902
Newcastle,4544,2750
Blacklick Estates,4545,941
Burlington,4546,1471
Schuylkill Township,4547,2469
Bethalto,4548,946
Buhl,4549,1026
Plattsmouth,4550,1256
Steger,4551,1298
Deville,4552,1128
Hartsdale,4553,2912
Washington Terrace,4554,1094
Perkasie,4555,1580
Town of Palmer,4556,1421
Itasca,4557,1954
Shallotte,4558,1172
Centralia,4559,928
Corte Madera,4560,4604
Town of Pawling,4561,1861
Hornell,4562,1082
Finksburg,4563,1890
Independence,4564,972
Griswold,4565,1467
Marble Falls,4566,1507
Germantown,4567,1191
Troutman,4568,1151
Franklin,4569,1186
Dudley,4570,791
East Foothills,4571,3293
Weston,4572,870
Cedar Hills,4573,1847
Magalia,4574,1182
Leicester,4575,1312
Mansfield,4576,1967
Closter,4577,3164
Winnsboro,4578,1220
Ada,4579,996
Hampton Township,4580,1008
Garden City,4581,1072
Scott Depot,4582,1178
Fife,4583,1693
Saint Albans,4584,924
Myrtle Grove,4585,1479
Clarkesville,4586,1160
Lindon,4587,1703
Dunbar Township,4588,952
Town of Adams,4589,1310
Town of Waterford,4590,1421
Bakersville,4591,1017
Saint Amant,4592,1448
Town of Hanson,4593,2007
Absecon,4594,1533
Tonganoxie,4595,1334
Grimes,4596,1512
Berryville,4597,1728
Indiantown,4598,1383
Lake Park,4599,1597
Triangle,4600,1864
Mount Rainier,4601,1995
Caln Township,4602,1495
Niagara,4603,973
Southampton Township,4604,1190
Plainville,4605,2244
Castle Shannon,4606,1092
Nebraska City,4607,1077
Orlovista,4608,1091
Saint Anthony,4609,1711
Florence-Roebling,4610,1568
Marlton,4611,1952
Tuckahoe,4612,3474
Town of Skowhegan,4613,956
Flowood,4614,1454
Huron,4615,1301
Red Springs,4616,760
Morganville,4617,2699
Lenoir City,4618,903
Spruce Pine,4619,1052
Waynesville,4620,952
Clermont,4621,1468
West Frankfort,4622,931
Willcox,4623,732
Haledon,4624,1564
Highland Heights,4625,1990
Hayes,4626,1291
Berkeley,4627,797
Princess Anne,4628,1250
Des Peres,4629,2372
Martinsville,4630,882
Spotswood,4631,2138
Town of Alden,4632,1415
Bedminster,4633,2161
Rockcreek,4634,1972
La Pine,4635,1354
Crystal Springs,4636,853
Bluefield,4637,974
Bradley,4638,1086
Clear Lake,4639,996
Monticello,4640,1342
River Grove,4641,1623
Monmouth,4642,1429
Waller,4643,1681
Hillsboro,4644,1171
New Lexington,4645,839
Wadesboro,4646,756
Bladenboro,4647,766
Town of Newfane,4648,1008
Jackson Township,4649,1069
Hurricane,4650,1291
Georgetown,4651,2408
Upper Saddle River,4652,3908
Pleasant Hill,4653,1435
Amery,4654,1137
Pebble Creek,4655,1707
New Richmond,4656,1349
Leesburg,4657,1230
Kingston,4658,1802
Addison,4659,2150
Youngsville,4660,1251
Vinings,4661,2292
Bellevue,4662,1030
Town of Litchfield,4663,1664
Santa Fe,4664,1558
Pine Hill,4665,1469
Beecher,4666,1540
Winchester,4667,1105
Jersey Village,4668,1913
Collingswood,4669,1658
North Londonderry,4670,1216
Palm Beach,4671,4532
Brigantine,4672,1421
Honea Path,4673,849
Greensburg,4674,927
Mexia,4675,1080
West Long Branch,4676,2291
Lebanon Township,4677,2229
Bedford Township,4678,1140
Winters,4679,1881
St. Stephens,4680,893
Gray Court,4681,1060
Chamblee,4682,1833
Hardyston,4683,1791
Wasilla,4684,1557
Madison Township,4685,900
Belton,4686,854
Sylvester,4687,885
Devine,4688,1186
Upper Makefield,4689,3284
Bushnell,4690,1107
Sheffield,4691,754
Glendive,4692,987
Statham,4693,1181
Elkton,4694,1058
Pearl River,4695,1313
Girard Township,4696,950
High Springs,4697,1226
Nesbit,4698,1502
Oak Grove,4699,968
East York,4700,1266
Swansea,4701,1225
Blaine,4702,1444
Fairview Shores,4703,1290
Riverside,4704,1525
Saint Pauls,4705,789
Latrobe,4706,778
Charlton,4707,1700
Highland,4708,2287
Croton-on-Hudson,4709,2924
Brighton Township,4710,1115
Brooklyn,4711,1369
Chevy Chase,4712,4450
Chappaqua,4713,4817
Carnegie,4714,1008
Ridgeville,4715,1307
Cut Off,4716,1111
Nashville,4717,829
Toronto,4718,725
Old Saybrook,4719,1776
Meadow Lakes,4720,1516
Harrisburg,4721,1607
Pleasant Hills,4722,1299
Amherst,4723,1161
Davidsonville,4724,2798
Whitney,4725,1160
Millstone Township,4726,2784
Brookhaven,4727,1511
Oak Grove,4728,1610
Weston,4729,1106
Coeburn,4730,936
Millis,4731,2315
Irondale,4732,909
New Britain Township,4733,2070
Richland Hills,4734,1330
Deatsville,4735,1126
Swarthmore,4736,1815
Whiting,4737,1140
Town of Winchendon,4738,1431
Shawangunk,4739,1437
Boerne,4740,1970
Waimanalo,4741,2570
Washington,4742,993
Town of Milton,4743,993
Swissvale,4744,929
Anaconda,4745,828
Colorado City,4746,977
Maplewood,4747,1126
Town of Boxford,4748,2954
Atascosa,4749,1245
Richmond Heights,4750,1723
Jefferson,4751,1296
Carneys Point Township,4752,1248
Pine Castle,4753,1237
Laughlin,4754,1040
Elba,4755,836
Hamilton,4756,2503
Monona,4757,1543
Polk Township,4758,1187
Mead,4759,1402
Gold Canyon,4760,1340
Dumbarton,4761,1171
Lopatcong,4762,1700
Waterford,4763,1292
Leon Valley,4764,1307
Roy,4765,1674
Rapid Valley,4766,1236
Bridgeville,4767,1151
Briarcliff Manor,4768,4186
Maurice River Township,4769,1284
Kill Devil Hills,4770,1317
Millersburg,4771,1158
Salida,4772,1451
Springville,4773,1306
Morris,4774,1287
East Huntingdon Township,4775,902
Runnemede,4776,1510
Doylestown,4777,1199
Navarre,4778,937
Rodeo,4779,2454
Dublin,4780,1071
Woodville,4781,1147
Town of Palmyra,4782,1321
Blackfoot,4783,834
Milltown,4784,2178
Edgewood,4785,1806
Brentwood,4786,1247
Indian Harbour Beach,4787,1698
Kennedy Township,4788,1368
Port Clinton,4789,1136
La Grange,4790,1949
Liberty Hill,4791,1690
Camp Hill,4792,1445
Greensburg,4793,843
Hastings on Hudson,4794,4063
White Oak,4795,952
Exeter Township,4796,1106
West Boylston,4797,1748
Eastchester,4798,3855
Mendota Heights,4799,2166
Pryor,4800,851
River Rouge,4801,759
Hulbert,4802,932
Deerpark,4803,1490
West Manheim,4804,1386
Rendon,4805,1684
Seabrook,4806,1893
Fairless Hills,4807,1640
Saint Francisville,4808,1404
Sterling,4809,1857
Caldwell,4810,2351
Shorewood,4811,2438
Town of Middlebury,4812,1488
Slingerlands,4813,2407
Wimauma,4814,1486
Somerville,4815,1146
Rochester,4816,1444
Capitola,4817,2850
Delphos,4818,923
Poteau,4819,824
East Earl,4820,1159
Chippewa Township,4821,1089
Glencoe,4822,5609
Town of Orange,4823,1611
Weldon Spring,4824,2337
Magnolia,4825,1329
Clayton,4826,1273
Cullowhee,4827,1234
Upper Uwchlan Township,4828,2479
Saint James,4829,686
Terry,4830,1219
Montpelier,4831,1487
Marlin,4832,1107
Westville,4833,1221
Barnhart,4834,1201
Dublin,4835,1151
Pauls Valley,4836,793
Coral Hills,4837,1659
Town of Waterloo,4838,1230
Winslow,4839,1085
Northwest Harborcreek,4840,1162
Keyser,4841,972
Marine City,4842,1002
Oradell,4843,2990
Glenside,4844,1774
Hawthorne,4845,1048
Thousand Palms,4846,1651
Old Orchard Beach,4847,1400
Holtville,4848,1093
Port Townsend,4849,1573
Hinckley,4850,1589
Saline,4851,1672
Lyndon,4852,1252
Nevada,4853,1173
Mulvane,4854,1040
Audubon,4855,2064
Campbell,4856,614
Windsor Township,4857,1186
Waverly,4858,900
West Lampeter,4859,1291
Booneville,4860,879
Fairwood,4861,1414
Bernardsville,4862,2961
Oelwein,4863,733
Galena Park,4864,1154
Tickfaw,4865,1172
Dobson,4866,987
Fostoria,4867,801
Myrtle Creek,4868,889
Havana,4869,1148
Comstock Township,4870,1021
Town of Williamstown,4871,1592
Plymouth Township,4872,770
Pollock,4873,1141
Town of Farmington,4874,1020
Colusa,4875,1332
Hollis,4876,2670
Fairdale,4877,903
River Oaks,4878,1155
Pilot Mountain,4879,1035
Du Bois,4880,991
New Boston,4881,1066
Harrison Township,4882,2773
Celebration,4883,1893
Minden,4884,1926
Town of Eden,4885,1258
Sweden,4886,1417
Boonsboro,4887,1346
Loxley,4888,1207
Penn Township,4889,1372
Orange,4890,1184
Forney,4891,1624
Smithsburg,4892,1324
Alondra Park,4893,2537
Snow Hill,4894,856
Collier Township,4895,1590
Tipton,4896,972
Ephrata,4897,877
Cordova,4898,1439
Garden City Park,4899,3152
Old Lyme,4900,1669
Incline Village,4901,2698
Mc Gregor,4902,1083
Mars Hill,4903,1203
Scotia,4904,1267
Crete,4905,1085
Riverdale,4906,1075
East Vincent Township,4907,2101
Town of Frankfort,4908,1282
Thompson,4909,1216
Belle Isle,4910,1752
Plaistow,4911,1767
Saint Rose,4912,1246
Artesia,4913,1144
Wheatland,4914,1036
Monessen,4915,744
Riverdale,4916,1309
South Kensington,4917,2954
Stanton,4918,843
Town of Le Roy,4919,1361
Trinity,4920,1187
Tallmadge Township,4921,1334
Webster,4922,1096
Whitehall Township,4923,1413
Valley Park,4924,1192
East Fallowfield Township,4925,1729
Kennett Township,4926,2325
Jackson Township,4927,1275
Sidney,4928,1079
Los Altos Hills,4929,10439
Nokesville,4930,2188
Gettysburg,4931,1188
West Point,4932,1423
Clute,4933,1344
Boone,4934,983
Upper Milford Township,4935,1701
Goshen,4936,1198
South Union Township,4937,1091
Town of Rhinebeck,4938,2012
Glen Ridge,4939,2638
Benton City,4940,1247
Nashville,4941,958
Oakbrook,4942,1386
Tanaina,4943,1578
Columbiana,4944,1060
Hutchinson,4945,1183
Bow,4946,1695
Blackstone,4947,1105
Raton,4948,939
Buena Vista Township,4949,1423
Conewago Township,4950,1286
Fabens,4951,911
Butler,4952,2244
Marshville,4953,1195
Mission,4954,1308
Middlebury,4955,1750
New Sewickley Township,4956,1210
Grantsville,4957,1370
Ravenna,4958,1064
Easton,4959,3365
Interlachen,4960,950
Mariposa,4961,1448
West Brandywine Township,4962,1755
Eatonville,4963,1626
Abita Springs,4964,1300
Town of Raymond,4965,1743
Georges Township,4966,980
Longswamp,4967,1275
Eureka,4968,1539
Newcastle,4969,1235
Kiryas Joel,4970,1900
Spring Branch,4971,2217
Oregon,4972,1224
Alpine,4973,2527
Millersville,4974,1198
Prosper,4975,2848
Wawarsing,4976,1339
Clayton Township,4977,1073
Cherryville,4978,906
Emerson,4979,2628
Mascoutah,4980,1135
Alpine,4981,1347
Raynham,4982,1901
Citronelle,4983,884
Delta,4984,1094
Beaverton,4985,859
Denton,4986,827
Byron,4987,1379
West Gate,4988,1650
Giddings,4989,1208
Amherst,4990,1218
Milton,4991,1414
Town of Portland,4992,1584
Lake Morton-Berrydale,4993,2185
Woodbury,4994,1076
Inwood,4995,2810
Maiden,4996,868
Mentor-on-the-Lake,4997,1133
South Miami,4998,2454
East Pikeland Township,4999,1854
Newton,5000,1617
Hatboro,5001,1680
Andover Township,5002,1896
Penn Valley,5003,1829
North Branford,5004,1720
Palmyra,5005,1517
Glennville,5006,986
Delaware,5007,1227
Lisbon,5008,846
Elsa,5009,897
Shiloh,5010,1375
Durham,5011,1837
Mount Joy,5012,1115
West Caln Township,5013,1589
Tyrone Township,5014,999
Linton,5015,778
Colonial Beach,5016,1168
Lampasas,5017,1186
West Bradford Township,5018,1957
Yorkshire,5019,1746
Princeton,5020,1500
Cochran,5021,932
Hartville,5022,1217
Vicksburg,5023,1250
Center Line,5024,947
Williamsburg,5025,1433
Brecknock Township,5026,1129
Villa Hills,5027,1565
Jeanerette,5028,931
Burnsville,5029,1072
Carroll,5030,1089
Byram,5031,1162
Medical Lake,5032,1240
Walhalla,5033,937
North Bay Village,5034,1945
College Place,5035,1222
Groesbeck,5036,1105
Town of Hampden,5037,1304
Palmhurst,5038,1340
Saint Francis,5039,1439
Montrose,5040,997
Gray,5041,1600
Litchfield,5042,974
Upper Deerfield Township,5043,1279
Burton,5044,1230
Lebanon,5045,1537
Lecanto,5046,1304
Wawayanda,5047,1841
Indiana Township,5048,1543
De Leon Springs,5049,1214
Barbourville,5050,846
Montrose Township,5051,849
Kingston Springs,5052,1369
Columbiana,5053,1028
Williston Park,5054,2993
Pevely,5055,1013
Dunellen,5056,2040
Moyock,5057,1380
Moneta,5058,1459
Purcell,5059,941
South Heidelberg Township,5060,1685
Wildwood,5061,1372
Calumet Park,5062,1295
Stevensville,5063,1176
Pittsgrove,5064,1396
Blacksburg,5065,959
Stratham,5066,2153
Alamo Heights,5067,3266
Wonder Lake,5068,1344
Westminster,5069,1646
Fairfax,5070,3658
Frankford,5071,1396
Rocky Face,5072,1094
Lucasville,5073,954
Belmont,5074,1275
Washington Township,5075,1024
Keyport,5076,1979
Carlinville,5077,1051
Philipstown,5078,2716
Sugar Grove,5079,1942
Nuevo,5080,1706
Montesano,5081,1035
Millburn,5082,3224
Dent,5083,1195
Town of Skaneateles,5084,2069
Medulla,5085,1320
Glenolden,5086,1329
Cheviot,5087,952
Bisbee,5088,743
Cecil Township,5089,1643
Huron,5090,886
Signal Mountain,5091,1985
Green Brook Township,5092,2363
Kaplan,5093,1028
East Brandywine Township,5094,2113
Haddon Heights,5095,1785
Fairfield,5096,2567
Midland Park,5097,2417
Wellsburg,5098,760
Taneytown,5099,1604
Archbold,5100,1119
Nephi,5101,1332
Mentone,5102,1592
Canyon,5103,1268
Glenwood,5104,1155
Bauxite,5105,1105
Berlin Township,5106,1071
Madison,5107,926
Ingleside,5108,1298
Ruckersville,5109,1342
Derry Township,5110,1540
Page,5111,1676
North Union Township,5112,952
Snoqualmie,5113,2528
Salisbury Township,5114,1246
Indian Head,5115,1643
Bogota,5116,2268
Washington,5117,939
Adel,5118,1568
Beulaville,5119,835
Mountain Home,5120,967
Granby,5121,1843
Town of Newmarket,5122,1684
Monticello,5123,1292
Sauk Village,5124,1226
Edgemere,5125,1608
Liberty Lake,5126,1577
Lake Carmel,5127,1968
Newcomerstown,5128,835
Town of Freeport,5129,1860
Crownsville,5130,2171
Negaunee,5131,990
Independence,5132,1769
Lake Elmo,5133,2342
North Greenbush,5134,1372
Center Point,5135,866
Town of Kittery,5136,1610
Farmersville,5137,989
Albertville,5138,1531
Hudson Falls,5139,1497
Walled Lake,5140,1294
Rumson,5141,5122
Topanga,5142,4623
Wappingers Falls,5143,1796
Winchester,5144,723
Denver,5145,1088
Raritan,5146,2099
Estes Park,5147,1767
Ellwood City,5148,687
Swannanoa,5149,1244
Palmyra,5150,1103
Hilliard,5151,1261
Atherton,5152,16575
Lebanon,5153,752
Town of Gouverneur,5154,1136
Crawford,5155,1906
Tamaqua,5156,717
Madison Park,5157,2061
Brandon,5158,1306
Town of Townsend,5159,2153
Calistoga,5160,2937
Archbald,5161,1025
Preston,5162,1031
East Lyme,5163,1882
Glenn Heights,5164,1420
Town of Cazenovia,5165,1912
Woodstock,5166,1084
Denair,5167,1488
Carnation,5168,2376
Bonner Springs,5169,1197
Earl Township,5170,1153
Kenly,5171,1048
Carrollton,5172,1602
Hillsboro,5173,1045
Newport,5174,1240
Town of Schaghticoke,5175,1334
Moorestown Township,5176,4806
Florence,5177,1238
Moore Haven,5178,1206
Ambridge,5179,760
Standish,5180,1665
Saint Stephen,5181,1227
Northridge,5182,902
Park Ridge,5183,2823
Pahokee,5184,1583
Athol,5185,1390
Arcadia,5186,1297
Bern Township,5187,1381
Pleasantville,5188,3224
Belcamp,5189,1436
East Marlborough Township,5190,2523
Burrillville,5191,1519
Sutherlin,5192,1026
Southampton Township,5193,1122
Town of Ayer,5194,2112
Woodstock,5195,1475
Hartford,5196,1406
Prairie Grove,5197,1156
Town of Peru,5198,1687
Niantic,5199,1547
Winooski,5200,1721
Tunkhannock Township,5201,1184
Bryson City,5202,1091
Lincolnton,5203,824
Urbana,5204,921
West Point,5205,874
Lake Geneva,5206,1294
Washington Court House,5207,900
Hidalgo,5208,1062
Newark,5209,1214
Wimberley,5210,1672
North Haledon,5211,2290
Hillview,5212,944
Springhill,5213,950
Winsted,5214,1224
Kalama,5215,1472
Worland,5216,927
Isanti,5217,1345
Town of Plymouth,5218,1369
Cottleville,5219,1686
Indian Wells,5220,4905
Citra,5221,1089
Pound,5222,951
Town of Phelps,5223,1413
Jackson,5224,1394
Anderson Mill,5225,1610
Williamson,5226,1407
Yerington,5227,1034
Wood Ridge,5228,2258
Walden,5229,1533
Valley Township,5230,1490
Saint Albans,5231,1438
Social Circle,5232,1194
Reidsville,5233,911
Bullskin Township,5234,1096
Williamsport,5235,1232
Bellville,5236,1532
Malvern,5237,735
Pelham,5238,4660
Barrington,5239,1643
West Haven-Sylvan,5240,2356
Providence Township,5241,1117
Greenville,5242,1669
Lawrence,5243,4731
Kingsland,5244,1430
Georgetown,5245,1228
Tabernacle,5246,2078
Louisburg,5247,1342
Libby,5248,845
Pleasant View,5249,1634
Dundee,5250,1119
Lantana,5251,2574
Gambrills,5252,2152
East Haddam,5253,1556
Kinder,5254,1014
North Riverside,5255,1679
Bald Knob,5256,760
Town of Salisbury,5257,2001
Prince George,5258,1337
Coffeyville,5259,640
Upper Freehold Township,5260,2557
Garrettsville,5261,1183
Spring Hill,5262,1421
Ridley Park,5263,1568
Darnestown,5264,3021
Robinson,5265,1408
Santa Rosa Beach,5266,2280
Lucerne Valley,5267,950
Milton,5268,1028
Mount Ivy,5269,2315
Town of Stillwater,5270,1567
Sheffield Lake,5271,927
Tonopah,5272,1167
Stickney,5273,1470
Elma,5274,1407
Monticello,5275,998
Livingston,5276,1342
Pocomoke City,5277,1117
North Castle,5278,4754
Stow,5279,2543
Mahomet,5280,1188
Childress,5281,1055
Discovery Bay,5282,2596
Austin,5283,758
Elkhorn,5284,1287
Town of Farmington,5285,1534
Kirby,5286,1043
Granby,5287,1253
Black Jack,5288,1220
Scott City,5289,774
Fairview,5290,2515
Buechel,5291,1065
Rittman,5292,958
Upper Hanover Township,5293,1732
Oakland,5294,1236
Augusta Township,5295,1529
Conley,5296,975
Troutville,5297,1253
Pinconning,5298,835
Bellefontaine,5299,879
Littleton,5300,2481
Eden Isle,5301,1807
Wiggins,5302,1013
Town of Albion,5303,1186
